,Franchise,City,Date,Product,Sales,Target Sales,Profit,Target Profit
798,281,Mumbai,7/1/2018,Darjeeling,? 168.00,? 144.00,? 66.00,? 56.00
799,281,Mumbai,8/1/2018,Darjeeling,? 276.00,? 288.00,? 101.25,? 112.00
800,281,Mumbai,9/1/2018,Darjeeling,? 488.80,? 512.00,? 237.00,? 182.00
801,281,Mumbai,10/1/2018,Darjeeling,? 407.20,? 448.00,? 165.75,? 140.00
802,281,Mumbai,11/1/2018,Darjeeling,? 104.00,? 88.00,? 30.75,? 21.00
803,281,Mumbai,12/1/2018,Darjeeling,? 159.20,? 136.00,? 63.00,? 56.00
804,281,Mumbai,1/1/2019,Darjeeling,? 276.00,? 288.00,? 83.25,? 91.00
805,281,Mumbai,2/1/2019,Darjeeling,? 144.00,? 120.00,? 39.75,? 28.00
806,281,Mumbai,3/1/2019,Darjeeling,? 158.40,? 136.00,? 63.00,? 56.00
807,281,Mumbai,4/1/2019,Darjeeling,? 181.60,? 144.00,? 101.25,? 63.00
808,281,Mumbai,5/1/2019,Darjeeling,? 113.60,? 88.00,? 59.25,? 35.00
809,281,Mumbai,6/1/2019,Darjeeling,? 209.60,? 192.00,? 102.00,? 70.00
810,281,Mumbai,7/1/2019,Darjeeling,? 152.00,? 128.00,? 51.00,? 42.00
811,281,Mumbai,8/1/2019,Darjeeling,? 185.60,? 160.00,? 74.25,? 70.00
812,281,Mumbai,9/1/2019,Darjeeling,? 196.00,? 152.00,? 111.00,? 70.00
813,281,Mumbai,10/1/2019,Darjeeling,? 134.40,? 104.00,? 35.25,? 28.00
814,281,Mumbai,11/1/2019,Darjeeling,? 104.80,? 80.00,? 53.25,? 28.00
815,281,Mumbai,12/1/2019,Darjeeling,? 104.80,? 88.00,? 23.25,? 21.00
816,281,Mumbai,1/1/2018,Decaf Irish Cream,? 307.80,? 324.00,? 148.80,? 136.00
817,281,Mumbai,2/1/2018,Decaf Irish Cream,? 180.90,? 144.00,? 70.40,? 42.50
818,281,Mumbai,3/1/2018,Decaf Irish Cream,? 522.90,? 576.00,? 238.40,? 221.00
819,281,Mumbai,4/1/2018,Decaf Irish Cream,? 153.00,? 126.00,? 39.20,? 34.00
820,281,Mumbai,5/1/2018,Decaf Irish Cream,? 121.50,? 99.00,? 26.40,? 25.50
821,281,Mumbai,6/1/2018,Decaf Irish Cream,? 480.60,? 576.00,? 186.40,? 204.00
822,281,Mumbai,7/1/2018,Decaf Irish Cream,? 234.90,? 189.00,? 125.60,? 93.50
823,281,Mumbai,8/1/2018,Decaf Irish Cream,? 477.90,? 522.00,? 184.00,? 178.50
824,281,Mumbai,9/1/2018,Decaf Irish Cream,? 278.10,? 243.00,? 153.60,? 127.50
825,281,Mumbai,10/1/2018,Decaf Irish Cream,? 81.00,? 54.00,? 21.60,? 34.00
826,281,Mumbai,11/1/2018,Decaf Irish Cream,? 418.50,? 432.00,? 128.80,? 153.00
827,281,Mumbai,12/1/2018,Decaf Irish Cream,? 478.80,? 558.00,? 133.60,? 187.00
828,281,Mumbai,1/1/2019,Decaf Irish Cream,? 179.10,? 117.00,? 92.80,? 68.00
829,281,Mumbai,2/1/2019,Decaf Irish Cream,? 474.30,? 558.00,? 185.60,? 187.00
830,281,Mumbai,3/1/2019,Decaf Irish Cream,? 261.00,? 234.00,? 101.60,? 93.50
831,281,Mumbai,4/1/2019,Decaf Irish Cream,? 185.40,? 144.00,? 83.20,? 51.00
832,281,Mumbai,5/1/2019,Decaf Irish Cream,? 189.90,? 153.00,? 98.40,? 68.00
833,281,Mumbai,6/1/2019,Decaf Irish Cream,? 253.80,? 189.00,? 137.60,? 102.00
834,281,Mumbai,7/1/2019,Decaf Irish Cream,? 512.10,? 468.00,? 230.40,? 161.50
835,281,Mumbai,8/1/2019,Decaf Irish Cream,? 518.40,? 657.00,? 172.80,? 272.00
836,281,Mumbai,9/1/2019,Decaf Irish Cream,? 510.30,? 594.00,? 168.80,? 221.00
837,281,Mumbai,10/1/2019,Decaf Irish Cream,? 118.80,? 99.00,? 34.40,? 42.50
838,281,Mumbai,11/1/2019,Decaf Irish Cream,? 370.80,? 360.00,? 111.20,? 119.00
839,281,Mumbai,12/1/2019,Decaf Irish Cream,? 270.90,? 234.00,? 106.40,? 119.00
840,281,Mumbai,1/1/2018,Earl Grey,? 121.60,? 126.00,? 55.16,? 44.80
841,281,Mumbai,2/1/2018,Earl Grey,? 75.62,? 76.50,? 20.16,? 22.40
842,281,Mumbai,3/1/2018,Earl Grey,? 93.10,? 94.50,? 29.40,? 32.00
843,281,Mumbai,4/1/2018,Earl Grey,? 74.86,? 76.50,? 27.72,? 22.40
844,281,Mumbai,5/1/2018,Earl Grey,? 53.58,? 49.50,? 17.92,? 16.00
845,281,Mumbai,6/1/2018,Earl Grey,? 57.00,? 58.50,? 11.20,? 12.80
846,281,Mumbai,7/1/2018,Earl Grey,? 100.70,? 94.50,? 32.48,? 38.40
847,281,Mumbai,8/1/2018,Earl Grey,? 67.64,? 67.50,? 17.36,? 19.20
848,281,Mumbai,9/1/2018,Earl Grey,? 117.42,? 117.00,? 52.64,? 35.20
849,281,Mumbai,10/1/2018,Earl Grey,? 166.82,? 180.00,? 57.68,? 44.80
850,281,Mumbai,11/1/2018,Earl Grey,? 233.32,? 328.50,? 89.88,? 102.40
851,281,Mumbai,12/1/2018,Earl Grey,? 126.16,? 135.00,? 50.68,? 41.60
852,281,Mumbai,1/1/2019,Earl Grey,? 97.28,? 99.00,? 31.36,? 38.40
853,281,Mumbai,2/1/2019,Earl Grey,? 122.36,? 126.00,? 55.16,? 41.60
854,281,Mumbai,3/1/2019,Earl Grey,? 71.82,? 72.00,? 16.52,? 16.00
855,281,Mumbai,4/1/2019,Earl Grey,? 75.24,? 81.00,? 23.52,? 25.60
856,281,Mumbai,5/1/2019,Earl Grey,? 156.56,? 180.00,? 53.48,? 44.80
857,281,Mumbai,6/1/2019,Earl Grey,? 83.22,? 85.50,? 26.60,? 32.00
858,281,Mumbai,7/1/2019,Earl Grey,? 97.28,? 99.00,? 31.36,? 38.40
859,281,Mumbai,8/1/2019,Earl Grey,? 93.86,? 90.00,? 41.16,? 32.00
860,281,Mumbai,9/1/2019,Earl Grey,? 92.34,? 94.50,? 29.40,? 35.20
861,281,Mumbai,10/1/2019,Earl Grey,? 113.24,? 117.00,? 51.52,? 44.80
862,281,Mumbai,11/1/2019,Earl Grey,? 86.64,? 90.00,? 38.36,? 28.80
863,281,Mumbai,12/1/2019,Earl Grey,? 237.88,? 310.50,? 91.28,? 89.60
864,281,Mumbai,1/1/2018,Green Tea,? 119.50,? 125.00,? 11.75,? 47.50
865,281,Mumbai,2/1/2018,Green Tea,? 157.00,? 185.00,? 53.25,? 75.00
866,281,Mumbai,3/1/2018,Green Tea,? 105.75,? 135.00,? 2.25,? 50.00
867,281,Mumbai,4/1/2018,Green Tea,? 64.75,? 52.50,? 9.00,? 27.50
868,281,Mumbai,5/1/2018,Green Tea,? 53.00,? 42.50,? 1.25,? 20.00
869,281,Mumbai,6/1/2018,Green Tea,? 127.25,? 140.00,? 25.00,? 50.00
870,281,Mumbai,7/1/2018,Green Tea,? 141.75,? 147.50,? 22.00,? 57.50
871,281,Mumbai,8/1/2018,Green Tea,? 24.50,? 20.00,? -20.00,? 7.50
872,281,Mumbai,9/1/2018,Green Tea,? 74.50,? 77.50,? -1.25,? 35.00
873,281,Mumbai,10/1/2018,Green Tea,? 129.00,? 152.50,? 26.50,? 52.50
874,281,Mumbai,11/1/2018,Green Tea,? 114.00,? 117.50,? 9.00,? 42.50
875,281,Mumbai,12/1/2018,Green Tea,? 97.75,? 92.50,? 14.50,? 40.00
876,281,Mumbai,1/1/2019,Green Tea,? 61.25,? 52.50,? -3.50,? 27.50
877,281,Mumbai,2/1/2019,Green Tea,? 55.75,? 47.50,? -6.25,? 25.00
878,281,Mumbai,3/1/2019,Green Tea,? 48.50,? 32.50,? -9.50,? 12.50
879,281,Mumbai,4/1/2019,Green Tea,? 26.50,? 22.50,? -19.25,? 7.50
880,281,Mumbai,5/1/2019,Green Tea,? 68.50,? 60.00,? 11.75,? 32.50
881,281,Mumbai,6/1/2019,Green Tea,? 69.00,? 60.00,? 0.25,? 32.50
882,281,Mumbai,7/1/2019,Green Tea,? 30.00,? 25.00,? -20.25,? 10.00
883,281,Mumbai,8/1/2019,Green Tea,? 78.00,? 80.00,? 0.50,? 35.00
884,281,Mumbai,9/1/2019,Green Tea,? 79.50,? 77.50,? 12.75,? 35.00
885,281,Mumbai,10/1/2019,Green Tea,? 75.50,? 65.00,? 3.25,? 35.00
886,281,Mumbai,11/1/2019,Green Tea,? 29.75,? 25.00,? -16.50,? 10.00
887,281,Mumbai,12/1/2019,Green Tea,? 149.50,? 222.50,? 26.00,? 105.00
888,281,Mumbai,1/1/2018,Lemon,? 178.50,? 174.90,? 61.04,? 50.40
889,281,Mumbai,2/1/2018,Lemon,? 211.40,? 217.80,? 87.64,? 72.80
890,281,Mumbai,3/1/2018,Lemon,? 105.35,? 85.80,? 36.96,? 39.20
891,281,Mumbai,4/1/2018,Lemon,? 104.30,? 99.00,? 32.20,? 44.80
892,281,Mumbai,5/1/2018,Lemon,? 167.30,? 234.30,? 41.72,? 84.00
893,281,Mumbai,6/1/2018,Lemon,? 131.60,? 128.70,? 42.00,? 47.60
894,281,Mumbai,7/1/2018,Lemon,? 74.55,? 59.40,? 25.48,? 25.20
895,281,Mumbai,8/1/2018,Lemon,? 162.05,? 161.70,? 63.00,? 53.20
896,281,Mumbai,9/1/2018,Lemon,? 128.45,? 125.40,? 33.32,? 39.20
897,281,Mumbai,10/1/2018,Lemon,? 73.85,? 56.10,? 35.00,? 22.40
898,281,Mumbai,11/1/2018,Lemon,? 73.50,? 62.70,? 24.64,? 22.40
899,281,Mumbai,12/1/2018,Lemon,? 55.65,? 46.20,? 17.08,? 14.00
900,281,Mumbai,1/1/2019,Lemon,? 52.50,? 36.30,? 23.24,? 14.00
901,281,Mumbai,2/1/2019,Lemon,? 91.70,? 66.00,? 43.96,? 28.00
902,281,Mumbai,3/1/2019,Lemon,? 56.00,? 46.20,? 12.32,? 14.00
903,281,Mumbai,4/1/2019,Lemon,? 109.20,? 89.10,? 38.92,? 42.00
904,281,Mumbai,5/1/2019,Lemon,? 191.10,? 211.20,? 56.84,? 72.80
905,281,Mumbai,6/1/2019,Lemon,? 69.30,? 56.10,? 23.24,? 22.40
906,281,Mumbai,7/1/2019,Lemon,? 85.75,? 69.30,? 29.68,? 30.80
907,281,Mumbai,8/1/2019,Lemon,? 66.15,? 49.50,? 16.52,? 14.00
908,281,Mumbai,9/1/2019,Lemon,? 165.90,? 165.00,? 64.40,? 53.20
909,281,Mumbai,10/1/2019,Lemon,? 62.65,? 42.90,? 19.60,? 11.20
910,281,Mumbai,11/1/2019,Lemon,? 45.50,? 36.30,? 12.04,? 8.40
911,281,Mumbai,12/1/2019,Lemon,? 78.40,? 62.70,? 36.68,? 22.40
912,281,Mumbai,1/1/2018,Mint,? 215.10,? 224.00,? 59.60,? 76.00
913,281,Mumbai,2/1/2018,Mint,? 275.40,? 288.00,? 92.00,? 114.00
914,281,Mumbai,3/1/2018,Mint,? 115.20,? 88.00,? 44.40,? 45.60
915,281,Mumbai,4/1/2018,Mint,? 229.05,? 284.00,? 88.40,? 114.00
916,281,Mumbai,5/1/2018,Mint,? 105.30,? 80.00,? 40.80,? 38.00
917,281,Mumbai,6/1/2018,Mint,? 225.45,? 256.00,? 62.80,? 91.20
918,281,Mumbai,7/1/2018,Mint,? 165.15,? 148.00,? 48.00,? 60.80
919,281,Mumbai,8/1/2018,Mint,? 245.25,? 256.00,? 80.40,? 98.80
920,281,Mumbai,9/1/2018,Mint,? 125.10,? 108.00,? 42.40,? 41.80
921,281,Mumbai,10/1/2018,Mint,? 114.30,? 88.00,? 61.20,? 45.60
922,281,Mumbai,11/1/2018,Mint,? 215.10,? 224.00,? 59.20,? 76.00
923,281,Mumbai,12/1/2018,Mint,? 84.60,? 64.00,? 36.80,? 22.80
924,281,Mumbai,1/1/2019,Mint,? 60.30,? 44.00,? 18.40,? 11.40
925,281,Mumbai,2/1/2019,Mint,? 232.20,? 244.00,? 91.20,? 79.80
926,281,Mumbai,3/1/2019,Mint,? 81.00,? 60.00,? 21.60,? 15.20
927,281,Mumbai,4/1/2019,Mint,? 90.90,? 64.00,? 40.40,? 22.80
928,281,Mumbai,5/1/2019,Mint,? 207.45,? 192.00,? 88.80,? 68.40
929,281,Mumbai,6/1/2019,Mint,? 202.95,? 216.00,? 76.40,? 76.00
930,281,Mumbai,7/1/2019,Mint,? 95.85,? 64.00,? 42.40,? 22.80
931,281,Mumbai,8/1/2019,Mint,? 273.15,? 288.00,? 126.80,? 114.00
932,281,Mumbai,9/1/2019,Mint,? 218.70,? 188.00,? 92.80,? 64.60
933,281,Mumbai,10/1/2019,Mint,? 205.65,? 212.00,? 56.80,? 68.40
934,281,Mumbai,11/1/2019,Mint,? 239.40,? 272.00,? 78.40,? 110.20
935,281,Mumbai,12/1/2019,Mint,? 205.20,? 212.00,? 56.00,? 68.40
936,281,Mumbai,1/1/2018,Colombian,? 370.00,? 581.00,? 150.00,? 300.00
937,281,Mumbai,2/1/2018,Colombian,? 490.00,? 562.00,? 200.00,? 287.00
938,281,Mumbai,3/1/2018,Colombian,? 460.00,? 687.00,? 190.00,? 262.00
939,281,Mumbai,4/1/2018,Colombian,? 410.00,? 612.00,? 170.00,? 231.00
940,281,Mumbai,5/1/2018,Colombian,? 330.00,? 531.00,? 110.00,? 232.00
941,281,Mumbai,6/1/2018,Colombian,? 360.00,? 534.00,? 100.00,? 233.00
942,281,Mumbai,7/1/2018,Colombian,? 430.00,? 634.00,? 190.00,? 241.00
943,281,Mumbai,8/1/2018,Colombian,? 370.00,? 611.00,? 150.00,? 316.00
944,281,Mumbai,9/1/2018,Colombian,? 420.00,? 474.00,? 170.00,? 229.00
945,281,Mumbai,10/1/2018,Colombian,? 490.00,? 569.00,? 170.00,? 288.00
946,281,Mumbai,11/1/2018,Colombian,? 460.00,? 678.00,? 190.00,? 258.00
947,281,Mumbai,12/1/2018,Colombian,? 430.00,? 628.00,? 190.00,? 333.00
948,281,Mumbai,1/1/2019,Colombian,? 420.00,? 614.00,? 150.00,? 319.00
949,281,Mumbai,2/1/2019,Colombian,? 380.00,? 604.00,? 150.00,? 315.00
950,281,Mumbai,3/1/2019,Colombian,? 390.00,? 626.00,? 160.00,? 325.00
951,281,Mumbai,4/1/2019,Colombian,? 460.00,? 672.00,? 190.00,? 356.00
952,281,Mumbai,5/1/2019,Colombian,? 400.00,? 486.00,? 160.00,? 232.00
953,281,Mumbai,6/1/2019,Colombian,? 380.00,? 567.00,? 140.00,? 291.00
954,281,Mumbai,7/1/2019,Colombian,? 360.00,? 527.00,? 130.00,? 230.00
955,281,Mumbai,8/1/2019,Colombian,? 410.00,? 607.00,? 170.00,? 319.00
956,281,Mumbai,9/1/2019,Colombian,? 360.00,? 527.00,? 130.00,? 232.00
957,281,Mumbai,10/1/2019,Colombian,? 290.00,? 637.00,? 130.00,? 332.00
958,281,Mumbai,11/1/2019,Colombian,? 400.00,? 628.00,? 170.00,? 328.00
959,281,Mumbai,12/1/2019,Colombian,? 460.00,? 681.00,? 190.00,? 362.00
960,330,Goa,1/1/2018,Cappuccino,? 28.20,? 32.00,? 12.40,? 14.00
961,330,Goa,2/1/2018,Cappuccino,? 31.80,? 26.00,? 12.20,? 10.00
962,330,Goa,3/1/2018,Cappuccino,? 40.40,? 46.00,? 20.20,? 20.00
963,330,Goa,4/1/2018,Cappuccino,? 22.80,? 20.00,? 8.40,? 6.00
964,330,Goa,5/1/2018,Cappuccino,? 37.60,? 46.00,? 18.80,? 20.00
965,330,Goa,6/1/2018,Cappuccino,? 55.20,? 46.00,? 24.00,? 24.00
966,330,Goa,7/1/2018,Cappuccino,? 51.20,? 44.00,? 22.40,? 24.00
967,330,Goa,8/1/2018,Cappuccino,? 45.60,? 38.00,? 27.00,? 18.00
968,330,Goa,9/1/2018,Cappuccino,? 60.40,? 46.00,? 26.60,? 22.00
969,330,Goa,10/1/2018,Cappuccino,? 20.40,? 20.00,? 7.00,? 6.00
970,330,Goa,11/1/2018,Cappuccino,? 27.00,? 22.00,? 8.40,? 6.00
971,330,Goa,12/1/2018,Cappuccino,? 37.80,? 32.00,? 11.60,? 12.00
972,330,Goa,1/1/2019,Cappuccino,? 104.40,? 116.00,? 51.60,? 46.00
973,330,Goa,2/1/2019,Cappuccino,? 17.00,? 16.00,? 3.80,? 6.00
974,330,Goa,3/1/2019,Cappuccino,? 39.80,? 34.00,? 17.00,? 18.00
975,330,Goa,4/1/2019,Cappuccino,? 26.80,? 22.00,? 9.20,? 8.00
976,330,Goa,5/1/2019,Cappuccino,? 61.80,? 44.00,? 37.60,? 20.00
977,330,Goa,6/1/2019,Cappuccino,? 60.20,? 50.00,? 26.60,? 24.00
978,330,Goa,7/1/2019,Cappuccino,? 16.80,? 16.00,? 5.20,? 6.00
979,330,Goa,8/1/2019,Cappuccino,? 16.80,? 16.00,? 5.20,? 6.00
980,330,Goa,9/1/2019,Cappuccino,? 43.80,? 36.00,? 19.00,? 18.00
981,330,Goa,10/1/2019,Cappuccino,? 93.40,? 116.00,? 33.20,? 48.00
982,330,Goa,11/1/2019,Cappuccino,? 25.60,? 24.00,? 7.60,? 10.00
983,330,Goa,12/1/2019,Cappuccino,? 37.80,? 32.00,? 16.00,? 18.00
984,330,Goa,1/1/2018,Caffe Latte,? 105.00,? 84.00,? 25.35,? 24.00
985,330,Goa,2/1/2018,Caffe Latte,? 102.90,? 84.00,? 30.55,? 24.00
986,330,Goa,3/1/2018,Caffe Latte,? 93.80,? 91.00,? 20.15,? 30.00
987,330,Goa,4/1/2018,Caffe Latte,? 340.20,? 399.00,? 155.35,? 138.00
988,330,Goa,5/1/2018,Caffe Latte,? 70.70,? 63.00,? 15.60,? 18.00
989,330,Goa,6/1/2018,Caffe Latte,? 126.00,? 105.00,? 35.10,? 30.00
990,330,Goa,7/1/2018,Caffe Latte,? 211.40,? 175.00,? 87.10,? 72.00
991,330,Goa,8/1/2018,Caffe Latte,? 72.10,? 70.00,? 16.25,? 18.00
992,330,Goa,9/1/2018,Caffe Latte,? 88.90,? 77.00,? 18.20,? 18.00
993,330,Goa,10/1/2018,Caffe Latte,? 87.50,? 84.00,? 17.55,? 24.00
994,330,Goa,11/1/2018,Caffe Latte,? 75.60,? 70.00,? 12.35,? 18.00
995,330,Goa,12/1/2018,Caffe Latte,? 99.40,? 70.00,? 50.05,? 24.00
996,330,Goa,1/1/2019,Caffe Latte,? 170.10,? 147.00,? 94.25,? 66.00
997,330,Goa,2/1/2019,Caffe Latte,? 139.30,? 84.00,? 75.40,? 48.00
998,330,Goa,3/1/2019,Caffe Latte,? 133.00,? 161.00,? 44.20,? 60.00
999,330,Goa,4/1/2019,Caffe Latte,? 358.40,? 448.00,? 118.95,? 162.00
1000,330,Goa,5/1/2019,Caffe Latte,? 91.00,? 77.00,? 26.65,? 24.00
1001,330,Goa,6/1/2019,Caffe Latte,? 112.00,? 84.00,? 37.70,? 24.00
1002,330,Goa,7/1/2019,Caffe Latte,? 138.60,? 119.00,? 54.60,? 54.00
1003,330,Goa,8/1/2019,Caffe Latte,? 137.90,? 168.00,? 63.70,? 66.00
1004,330,Goa,9/1/2019,Caffe Latte,? 95.20,? 84.00,? 36.40,? 30.00
1005,330,Goa,10/1/2019,Caffe Latte,? 59.50,? 56.00,? 12.35,? 18.00
1006,330,Goa,11/1/2019,Caffe Latte,? 85.40,? 84.00,? 24.05,? 30.00
1007,330,Goa,12/1/2019,Caffe Latte,? 354.90,? 448.00,? 164.45,? 162.00
1008,330,Goa,1/1/2018,Regular Espresso,? 279.00,? 348.00,? 90.20,? 144.00
1009,330,Goa,2/1/2018,Regular Espresso,? 79.80,? 60.00,? 28.60,? 24.00
1010,330,Goa,3/1/2018,Regular Espresso,? 164.40,? 138.00,? 91.30,? 72.00
1011,330,Goa,4/1/2018,Regular Espresso,? 120.60,? 96.00,? 47.30,? 36.00
1012,330,Goa,5/1/2018,Regular Espresso,? 316.20,? 396.00,? 145.75,? 162.00
1013,330,Goa,6/1/2018,Regular Espresso,? 147.00,? 108.00,? 81.40,? 54.00
1014,330,Goa,7/1/2018,Regular Espresso,? 108.60,? 84.00,? 39.05,? 30.00
1015,330,Goa,8/1/2018,Regular Espresso,? 112.80,? 138.00,? 51.70,? 60.00
1016,330,Goa,9/1/2018,Regular Espresso,? 142.80,? 114.00,? 78.10,? 60.00
1017,330,Goa,10/1/2018,Regular Espresso,? 57.60,? 78.00,? 21.45,? 48.00
1018,330,Goa,11/1/2018,Regular Espresso,? 84.00,? 78.00,? 18.15,? 30.00
1019,330,Goa,12/1/2018,Regular Espresso,? 120.60,? 90.00,? 45.65,? 30.00
1020,330,Goa,1/1/2019,Regular Espresso,? 178.80,? 150.00,? 101.20,? 72.00
1021,330,Goa,2/1/2019,Regular Espresso,? 114.00,? 138.00,? 37.40,? 60.00
1022,330,Goa,3/1/2019,Regular Espresso,? 294.00,? 348.00,? 95.70,? 138.00
1023,330,Goa,4/1/2019,Regular Espresso,? 273.60,? 342.00,? 88.55,? 138.00
1024,330,Goa,5/1/2019,Regular Espresso,? 109.20,? 66.00,? 30.25,? 30.00
1025,330,Goa,6/1/2019,Regular Espresso,? 335.40,? 372.00,? 153.45,? 144.00
1026,330,Goa,7/1/2019,Regular Espresso,? 78.60,? 54.00,? 39.05,? 24.00
1027,330,Goa,8/1/2019,Regular Espresso,? 193.20,? 114.00,? 108.35,? 60.00
1028,330,Goa,9/1/2019,Regular Espresso,? 78.60,? 66.00,? 21.45,? 42.00
1029,330,Goa,10/1/2019,Regular Espresso,? 54.00,? 78.00,? 14.30,? 48.00
1030,330,Goa,11/1/2019,Regular Espresso,? 115.80,? 144.00,? 38.50,? 66.00
1031,330,Goa,12/1/2019,Regular Espresso,? 127.20,? 102.00,? 69.30,? 54.00
1032,330,Goa,1/1/2018,Darjeeling,? 109.60,? 96.00,? 31.50,? 28.00
1033,330,Goa,2/1/2018,Darjeeling,? 181.60,? 144.00,? 101.25,? 63.00
1034,330,Goa,3/1/2018,Darjeeling,? 436.80,? 544.00,? 147.75,? 196.00
1035,330,Goa,4/1/2018,Darjeeling,? 241.60,? 152.00,? 99.75,? 70.00
1036,330,Goa,5/1/2018,Darjeeling,? 74.40,? 72.00,? 15.00,? 21.00
1037,330,Goa,6/1/2018,Darjeeling,? 420.00,? 496.00,? 141.00,? 168.00
1038,330,Goa,7/1/2018,Darjeeling,? 196.00,? 168.00,? 78.75,? 77.00
1039,330,Goa,8/1/2018,Darjeeling,? 170.40,? 144.00,? 68.25,? 63.00
1040,330,Goa,9/1/2018,Darjeeling,? 96.80,? 88.00,? 26.25,? 28.00
1041,330,Goa,10/1/2018,Darjeeling,? 108.00,? 88.00,? 24.75,? 28.00
1042,330,Goa,11/1/2018,Darjeeling,? 149.60,? 96.00,? 58.50,? 56.00
1043,330,Goa,12/1/2018,Darjeeling,? 361.60,? 448.00,? 119.25,? 154.00
1044,330,Goa,1/1/2019,Darjeeling,? 203.20,? 176.00,? 116.25,? 84.00
1045,330,Goa,2/1/2019,Darjeeling,? 106.40,? 96.00,? 30.00,? 28.00
1046,330,Goa,3/1/2019,Darjeeling,? 104.80,? 88.00,? 22.50,? 28.00
1047,330,Goa,4/1/2019,Darjeeling,? 112.00,? 104.00,? 31.50,? 35.00
1048,330,Goa,5/1/2019,Darjeeling,? 91.20,? 80.00,? 30.00,? 21.00
1049,330,Goa,6/1/2019,Darjeeling,? 73.60,? 72.00,? 21.00,? 21.00
1050,330,Goa,7/1/2019,Darjeeling,? 128.00,? 104.00,? 33.00,? 35.00
1051,330,Goa,8/1/2019,Darjeeling,? 98.40,? 96.00,? 20.25,? 35.00
1052,330,Goa,9/1/2019,Darjeeling,? 85.60,? 80.00,? 19.50,? 21.00
1053,330,Goa,10/1/2019,Darjeeling,? 86.40,? 72.00,? 27.00,? 21.00
1054,330,Goa,11/1/2019,Darjeeling,? 105.60,? 128.00,? 31.50,? 49.00
1055,330,Goa,12/1/2019,Darjeeling,? 168.80,? 136.00,? 93.75,? 63.00
1056,330,Goa,1/1/2018,Decaf Irish Cream,? 120.60,? 99.00,? 43.20,? 51.00
1057,330,Goa,2/1/2018,Decaf Irish Cream,? 89.10,? 99.00,? 24.00,? 34.00
1058,330,Goa,3/1/2018,Decaf Irish Cream,? 96.30,? 90.00,? 21.60,? 25.50
1059,330,Goa,4/1/2018,Decaf Irish Cream,? 446.40,? 522.00,? 194.40,? 204.00
1060,330,Goa,5/1/2018,Decaf Irish Cream,? 187.20,? 162.00,? 96.80,? 76.50
1061,330,Goa,6/1/2018,Decaf Irish Cream,? 110.70,? 81.00,? 38.40,? 34.00
1062,330,Goa,7/1/2018,Decaf Irish Cream,? 510.30,? 630.00,? 164.80,? 246.50
1063,330,Goa,8/1/2018,Decaf Irish Cream,? 98.10,? 90.00,? 22.40,? 25.50
1064,330,Goa,9/1/2018,Decaf Irish Cream,? 610.20,? 756.00,? 200.00,? 289.00
1065,330,Goa,10/1/2018,Decaf Irish Cream,? 96.30,? 90.00,? 22.40,? 25.50
1066,330,Goa,11/1/2018,Decaf Irish Cream,? 478.80,? 594.00,? 153.60,? 229.50
1067,330,Goa,12/1/2018,Decaf Irish Cream,? 230.40,? 198.00,? 89.60,? 102.00
1068,330,Goa,1/1/2019,Decaf Irish Cream,? 171.00,? 198.00,? 74.40,? 85.00
1069,330,Goa,2/1/2019,Decaf Irish Cream,? 124.20,? 108.00,? 25.60,? 34.00
1070,330,Goa,3/1/2019,Decaf Irish Cream,? 171.00,? 207.00,? 54.40,? 85.00
1071,330,Goa,4/1/2019,Decaf Irish Cream,? 134.10,? 117.00,? 39.20,? 42.50
1072,330,Goa,5/1/2019,Decaf Irish Cream,? 116.10,? 108.00,? 22.40,? 34.00
1073,330,Goa,6/1/2019,Decaf Irish Cream,? 161.10,? 108.00,? 56.00,? 25.50
1074,330,Goa,7/1/2019,Decaf Irish Cream,? 191.70,? 207.00,? 84.80,? 85.00
1075,330,Goa,8/1/2019,Decaf Irish Cream,? 180.90,? 126.00,? 70.40,? 34.00
1076,330,Goa,9/1/2019,Decaf Irish Cream,? 179.10,? 216.00,? 56.80,? 93.50
1077,330,Goa,10/1/2019,Decaf Irish Cream,? 141.30,? 117.00,? 52.00,? 42.50
1078,330,Goa,11/1/2019,Decaf Irish Cream,? 448.20,? 522.00,? 196.80,? 204.00
1079,330,Goa,12/1/2019,Decaf Irish Cream,? 185.40,? 216.00,? 83.20,? 93.50
1080,330,Goa,1/1/2018,Earl Grey,? 122.36,? 103.50,? 55.16,? 35.20
1081,330,Goa,2/1/2018,Earl Grey,? 255.36,? 378.00,? 96.60,? 108.80
1082,330,Goa,3/1/2018,Earl Grey,? 40.66,? 40.50,? 7.84,? 16.00
1083,330,Goa,4/1/2018,Earl Grey,? 57.00,? 49.50,? 23.52,? 19.20
1084,330,Goa,5/1/2018,Earl Grey,? 197.60,? 346.50,? 51.80,? 108.80
1085,330,Goa,6/1/2018,Earl Grey,? 49.40,? 49.50,? 11.48,? 12.80
1086,330,Goa,7/1/2018,Earl Grey,? 41.80,? 45.00,? 5.60,? 9.60
1087,330,Goa,8/1/2018,Earl Grey,? 98.42,? 90.00,? 43.96,? 32.00
1088,330,Goa,9/1/2018,Earl Grey,? 92.34,? 90.00,? 29.68,? 32.00
1089,330,Goa,10/1/2018,Earl Grey,? 68.40,? 67.50,? 14.84,? 16.00
1090,330,Goa,11/1/2018,Earl Grey,? 37.24,? 45.00,? 10.92,? 12.80
