Order ID,Customer ID,Location Id,Order Date
MX-2016-PA1906082-41060,PA-1906082,MexicPueblPuebla,5/31/2016
MX-2016-NZ1856518-41060,NZ-1856518,BraziSantaJoinville,5/31/2016
MX-2016-MM1828082-41060,MM-1828082,MexicJalisZapopan,5/31/2016
MX-2016-CB1253582-41060,CB-1253582,MexicDistrMexico City,5/31/2016
IN-2016-MC1742558-41060,MC-1742558,IndiaRajasJaipur,5/31/2016
IN-2016-EB139307-41060,EB-139307,AustrQueenTownsville,5/31/2016
IN-2016-AB1006059-41060,AB-1006059,IndonBaliDenpasar,5/31/2016
ES-2016-MH1762062-41060,MH-1762062,IrelaCorkCork,5/31/2016
ES-2016-MF1825045-41060,MF-1825045,FrancAuverLyon,5/31/2016
ES-2016-MC18130139-41060,MC-18130139,UniteEnglaWarrington,5/31/2016
ES-2016-LT1711045-41060,LT-1711045,FrancIle-dDeuil-la-Barre,5/31/2016
ES-2016-DB13270120-41060,DB-13270120,SpainCatalBarcelona,5/31/2016
ES-2016-AJ10795139-41060,AJ-10795139,UniteEnglaWigan,5/31/2016
CA-2016-DW13480140-41060,DW-134801402,UniteMinneLakeville,5/31/2016
CA-2016-CR12625140-41060,CR-126251406,UniteNew JLakewood,5/31/2016
TU-2016-NW8400134-41061,NW-8400134,TurkeAnkarAnkara,6/1/2016
NI-2016-BM114095-41061,BM-114095,NigerLagosLagos,6/1/2016
MX-2016-CJ1201039-41061,CJ-1201039,El SaSan SApopa,6/1/2016
MX-2016-BK1126037-41061,BK-1126037,EcuadGuayaGuayaquil,6/1/2016
IT-2016-TS2137048-41061,TS-2137048,GermaBavarAugsburg,6/1/2016
IT-2016-SW2075591-41061,SW-2075591,NetheGroniGroningen,6/1/2016
IN-2016-RB194657-41061,RB-194657,AustrVictoBendigo,6/1/2016
IN-2016-KH1636059-41061,KH-1636059,IndonBengkBengkulu,6/1/2016
IN-2016-JG1580558-41061,JG-1580558,IndiaUttarAgra,6/1/2016
IN-2016-DW135857-41061,DW-135857,AustrSouthAdelaide,6/1/2016
IN-2016-BS11755113-41061,BS-11755113,SingaSingaSingapore,6/1/2016
IN-2016-AT1043559-41061,AT-1043559,IndonJakarJakarta,6/1/2016
ES-2016-RH1960045-41061,RH-1960045,FrancProveMarseille,6/1/2016
ES-2016-JL1513064-41061,JL-1513064,ItalyLombaMilan,6/1/2016
ES-2016-BV11245139-41061,BV-11245139,UniteEnglaLondon,6/1/2016
CA-2016-SV20785140-41061,SV-207851408,UniteGeorgRoswell,6/1/2016
CA-2016-CK12325140-41061,CK-123251404,UniteUtahOrem,6/1/2016
US-2016-JD1579098-41062,JD-1579098,PanamPanamSan Miguelito,6/2/2016
UP-2016-CC2550137-41062,CC-2550137,UkraiKharkKharkiv,6/2/2016
TZ-2016-RW9690129-41062,RW-9690129,TanzaDar EDar es Salaam,6/2/2016
TU-2016-BD1635134-41062,BD-1635134,TurkeCorumCorum,6/2/2016
SF-2016-AT435117-41062,AT-435117,SouthWesteCape Town,6/2/2016
MX-2016-TB2128028-41062,TB-2128028,ColomBogotBogotá,6/2/2016
MX-2016-IM15055100-41062,IM-15055100,ParagCentrLambaré,6/2/2016
MX-2016-DW1358539-41062,DW-1358539,El SaCuscaSan Martín,6/2/2016
MX-2016-AY1055551-41062,AY-1055551,GuateGuateMixco,6/2/2016
MX-2016-AR1034518-41062,AR-1034518,BraziSergiAracaju,6/2/2016
MO-2016-RS987086-41062,RS-987086,MorocFès-BFes,6/2/2016
IT-2016-NH1861045-41062,NH-1861045,FrancAlsacStrasbourg,6/2/2016
IN-2016-SF200657-41062,SF-200657,AustrQueenBrisbane,6/2/2016
IN-2016-SC207707-41062,SC-207707,AustrNew SSydney,6/2/2016
IN-2016-MS1736527-41062,MS-1736527,ChinaHebeiXingtai,6/2/2016
IN-2016-EM1414027-41062,EM-1414027,ChinaJiangTaizhou,6/2/2016
ID-2016-SV209357-41062,SV-209357,AustrVictoMelbourne,6/2/2016
ID-2016-RF1934527-41062,RF-1934527,ChinaJiangJiangyan,6/2/2016
EG-2016-PP895538-41062,PP-895538,EgyptAl IsAlexandria,6/2/2016
CM-2016-FW439522-41062,FW-439522,CamerCentrYaounde,6/2/2016
CG-2016-EB393033-41062,EB-393033,DemocKinshKinshasa,6/2/2016
CA-2016-SC20725140-41062,SC-207251404,UniteWashiSeattle,6/2/2016
CA-2016-RE19450140-41062,RE-194501402,UniteIllinDecatur,6/2/2016
CA-2016-RB19795140-41062,RB-197951402,UniteMichiMidland,6/2/2016
US-2016-RB1936098-41063,RB-1936098,PanamPanamPanama City,6/3/2016
US-2016-GH1441055-41063,GH-1441055,HonduCortéSan Pedro Sula,6/3/2016
NI-2016-TH1155095-41063,TH-1155095,NigerLagosLagos,6/3/2016
MX-2016-LA1678018-41063,LA-1678018,BraziRio dSão Gonçalo,6/3/2016
IT-2016-MG1787548-41063,MG-1787548,GermaLowerHanover,6/3/2016
ES-2016-GK14620139-41063,GK-14620139,UniteScotlEdinburgh,6/3/2016
CA-2016-MP17470140-41063,MP-174701406,UniteOhioColumbus,6/3/2016
CA-2016-BT11440140-41063,BT-114401406,UniteNew YNew York City,6/3/2016
US-2016-KB1631598-41064,KB-1631598,PanamPanamSan Miguelito,6/4/2016
US-2016-SB20170140-41065,SB-201701402,UniteIllinChicago,6/5/2016
SF-2016-MH7440117-41065,MH-7440117,SouthGauteJohannesburg,6/5/2016
SF-2016-GW4605117-41065,GW-4605117,SouthLimpoGiyani,6/5/2016
SA-2016-LE6810110-41065,LE-6810110,SaudiAr RiRiyadh,6/5/2016
NI-2016-SN1056095-41065,SN-1056095,NigerLagosLagos,6/5/2016
MX-2016-JL1583531-41065,JL-1583531,CubaGranmManzanillo,6/5/2016
MX-2016-BP1129026-41065,BP-1129026,ChileO'HigRancagua,6/5/2016
IT-2016-CL1189062-41065,CL-1189062,IrelaDubliDublin,6/5/2016
IN-2016-VM216857-41065,VM-216857,AustrVictoMelbourne,6/5/2016
IN-2016-JK152057-41065,JK-152057,AustrNorthDarwin,6/5/2016
IN-2016-AT107357-41065,AT-107357,AustrQueenBrisbane,6/5/2016
IN-2016-AS100457-41065,AS-100457,AustrNew SCoffs Harbour,6/5/2016
ID-2016-CM1219097-41065,CM-1219097,PakisPunjaGujranwala,6/5/2016
ES-2016-SB2018548-41065,SB-2018548,GermaNorthCologne,6/5/2016
ES-2016-ML182658-41065,ML-182658,AustrViennVienna,6/5/2016
ES-2016-EH14005139-41065,EH-14005139,UniteEnglaLondon,6/5/2016
ES-2016-DB13210139-41065,DB-13210139,UniteEnglaColchester,6/5/2016
ES-2016-BS1138045-41065,BS-1138045,FrancAuverOyonnax,6/5/2016
ES-2016-AF10885139-41065,AF-10885139,UniteEnglaLondon,6/5/2016
ES-2016-AC1066045-41065,AC-1066045,FrancProveMarseille,6/5/2016
CA-2016-VT21700140-41065,VT-217001402,UniteTexasHouston,6/5/2016
CA-2016-SV20785140-41065,SV-207851408,UniteFloriJacksonville,6/5/2016
CA-2016-GT14635140-41065,GT-146351406,UniteNew YLong Beach,6/5/2016
CA-2016-BM11785140-41065,BM-117851406,UniteNew YRochester,6/5/2016
US-2016-BP11095140-41066,BP-110951402,UniteIllinPeoria,6/6/2016
UP-2016-CA2775137-41066,CA-2775137,UkraiL'vivL'viv,6/6/2016
TU-2016-MT8070134-41066,MT-8070134,TurkeGaziaGaziantep,6/6/2016
TU-2016-CB2415134-41066,CB-2415134,TurkeIzmirIzmir,6/6/2016
SA-2016-TS11370110-41066,TS-11370110,SaudiAr RiRiyadh,6/6/2016
MX-2016-SU2066598-41066,SU-2066598,PanamPanamPanama City,6/6/2016
MX-2016-SP2086036-41066,SP-2086036,DominSantiSantiago de los Caballeros,6/6/2016
MX-2016-SC2084528-41066,SC-2084528,ColomBogotBogotá,6/6/2016
MX-2016-KH1636018-41066,KH-1636018,BraziParáAnanindeua,6/6/2016
MX-2016-EB1397582-41066,EB-1397582,MexicDuranDurango,6/6/2016
MX-2016-DK1289582-41066,DK-1289582,MexicNuevoMonterrey,6/6/2016
MX-2016-DB1321018-41066,DB-1321018,BraziSão PSão Paulo,6/6/2016
MX-2016-BD1160593-41066,BD-1160593,NicarManagTipitapa,6/6/2016
IT-2016-JS15685139-41066,JS-15685139,UniteEnglaWorcester,6/6/2016
IT-2016-ED1388564-41066,ED-1388564,ItalySicilPalermo,6/6/2016
IN-2016-TB213557-41066,TB-213557,AustrQueenToowoomba,6/6/2016
IN-2016-EH1412558-41066,EH-1412558,IndiaUttarBilaspur,6/6/2016
IN-2016-DR129407-41066,DR-129407,AustrQueenTownsville,6/6/2016
ID-2016-NR185507-41066,NR-185507,AustrQueenTorquay,6/6/2016
ID-2016-DW1358559-41066,DW-1358559,IndonSumatMedan,6/6/2016
ID-2016-DK129857-41066,DK-129857,AustrVictoTraralgon,6/6/2016
ES-2016-VT2170045-41066,VT-2170045,FrancIle-dDrancy,6/6/2016
ES-2016-RH19510139-41066,RH-19510139,UniteEnglaSouthend-on-Sea,6/6/2016
ES-2016-NK1849045-41066,NK-1849045,FrancIle-dParis,6/6/2016
ES-2016-NC1841548-41066,NC-1841548,GermaBadenMannheim,6/6/2016
ES-2016-MK1790545-41066,MK-1790545,FrancNormaEvreux,6/6/2016
ES-2016-EJ14155139-41066,EJ-14155139,UniteEnglaNorwich,6/6/2016
CA-2016-NR18550140-41066,NR-185501402,UniteIllinAurora,6/6/2016
US-2016-KE16420140-41067,KE-164201408,UniteTenneBristol,6/7/2016
US-2016-EM1381018-41067,EM-1381018,BraziBahiaBom Jesus da Lapa,6/7/2016
US-2016-CS11950140-41067,CS-119501404,UniteWashiSeattle,6/7/2016
TU-2016-BV1245134-41067,BV-1245134,TurkeKahraKahramanmaras,6/7/2016
TU-2016-AA315134-41067,AA-315134,TurkeBalikBalikesir,6/7/2016
RS-2016-LR7035108-41067,LR-7035108,RussiBashkSterlitamak,6/7/2016
PL-2016-BP1155103-41067,BP-1155103,PolanPomerGdansk,6/7/2016
NI-2016-BG169595-41067,BG-169595,NigerLagosLagos,6/7/2016
MX-2016-TW2102531-41067,TW-2102531,CubaCamagCamagüey,6/7/2016
MX-2016-EM1381036-41067,EM-1381036,DominSantoSanto Domingo,6/7/2016
MX-2016-CS1249098-41067,CS-1249098,PanamPanamPanama City,6/7/2016
IN-2016-SW2035059-41067,SW-2035059,IndonJawa Depok,6/7/2016
ID-2016-SM20320130-41067,SM-20320130,ThailBangkBangkok,6/7/2016
ES-2016-GH1442545-41067,GH-1442545,FrancIle-dMeudon,6/7/2016
ES-2016-FO14305120-41067,FO-14305120,SpainCeutaCeuta,6/7/2016
ES-2016-AR1040548-41067,AR-1040548,GermaBerliBerlin,6/7/2016
ES-2016-AH1058514-41067,AH-1058514,BelgiEast Ghent,6/7/2016
ES-2016-AC10660139-41067,AC-10660139,UniteEnglaChatham,6/7/2016
CM-2016-EJ415522-41067,EJ-415522,CamerLittoNkongsamba,6/7/2016
CA-2016-RD19480140-41067,RD-194801406,UniteNew YLong Beach,6/7/2016
AJ-2016-TC109809-41067,TC-109809,AzerbBakiBaku,6/7/2016
US-2016-VM2168536-41068,VM-2168536,DominSantoSanto Domingo,6/8/2016
SF-2016-JF5415117-41068,JF-5415117,SouthNorthVryburg,6/8/2016
PL-2016-LT7110103-41068,LT-7110103,PolanPomerGdansk,6/8/2016
MX-2016-VP2173028-41068,VP-2173028,ColomBogotBogotá,6/8/2016
MX-2016-SA2083036-41068,SA-2083036,DominLa RoLa Romana,6/8/2016
MX-2016-JK1520539-41068,JK-1520539,El SaSan SSoyapango,6/8/2016
MX-2016-HG1502518-41068,HG-1502518,BraziParáAltamira,6/8/2016
MX-2016-ER1385531-41068,ER-1385531,CubaCienfCienfuegos,6/8/2016
IT-2016-RA1991545-41068,RA-1991545,FrancNord-Hautmont,6/8/2016
IT-2016-GP1474045-41068,GP-1474045,FrancLanguToulouse,6/8/2016
IR-2016-IL510060-41068,IL-510060,IranRazavSabzevar,6/8/2016
IN-2016-MW1823558-41068,MW-1823558,IndiaTelanHyderabad,6/8/2016
ID-2016-ON187157-41068,ON-187157,AustrQueenBrisbane,6/8/2016
ID-2016-NR185507-41068,NR-185507,AustrNew SOrange,6/8/2016
ES-2016-SH1997548-41068,SH-1997548,GermaBavarMunich,6/8/2016
ES-2016-RD1981048-41068,RD-1981048,GermaBadenMannheim,6/8/2016
ES-2016-HD1478548-41068,HD-1478548,GermaNorthRemscheid,6/8/2016
CA-2016-TS21205140-41068,TS-212051404,UniteNevadNorth Las Vegas,6/8/2016
CA-2016-FO14305140-41068,FO-143051408,UniteVirgiHarrisonburg,6/8/2016
CA-2016-CW11905140-41068,CW-119051402,UniteTexasHuntsville,6/8/2016
CA-2016-CM12445140-41068,CM-124451404,UniteCalifSan Francisco,6/8/2016
CA-2016-BH11710140-41068,BH-117101404,UniteCalifLos Angeles,6/8/2016
US-2016-JD1601536-41069,JD-1601536,DominSantoSanto Domingo,6/9/2016
UG-2016-AG390136-41069,AG-390136,UgandGuluGulu,6/9/2016
MX-2016-EH1399018-41069,EH-1399018,BraziFederBrasília,6/9/2016
IT-2016-MC1727545-41069,MC-1727545,FrancNord-Lille,6/9/2016
IT-2016-GD1459064-41069,GD-1459064,ItalyApuliBrindisi,6/9/2016
IT-2016-AH1007564-41069,AH-1007564,ItalyLazioAprilia,6/9/2016
IN-2016-SC2080011-41069,SC-2080011,BanglDhakaDhaka,6/9/2016
IN-2016-MG1787558-41069,MG-1787558,IndiaWest Durgapur,6/9/2016
IN-2016-JM1619558-41069,JM-1619558,IndiaKeralThiruvananthapuram,6/9/2016
IN-2016-JM1553566-41069,JM-1553566,JapanSagaSaga,6/9/2016
IN-2016-FM142157-41069,FM-142157,AustrVictoBallarat,6/9/2016
IN-2016-AR10345144-41069,AR-10345144,VietnHo ChHo Chi Minh City,6/9/2016
ES-2016-SC20695139-41069,SC-20695139,UniteEnglaLondon,6/9/2016
CA-2016-HK14890140-41069,HK-148901402,UniteMichiDetroit,6/9/2016
US-2016-TS2108536-41070,TS-2108536,DominDuartSan Francisco de Macorís,6/10/2016
US-2016-BD1172536-41070,BD-1172536,DominDuartSan Francisco de Macorís,6/10/2016
MX-2016-SA2083018-41070,SA-2083018,BraziParáItaituba,6/10/2016
MX-2016-MT1781539-41070,MT-1781539,El SaSan SSan Salvador,6/10/2016
MX-2016-CR1282051-41070,CR-1282051,GuateGuateMixco,6/10/2016
ES-2016-TB2135564-41070,TB-2135564,ItalyLombaMilan,6/10/2016
ES-2016-SC208458-41070,SC-208458,AustrViennVienna,6/10/2016
EG-2016-AJ79538-41070,AJ-79538,EgyptAl MiMallawi,6/10/2016
US-2016-SF2020018-41071,SF-2020018,BraziRio dVassouras,6/11/2016
MX-2016-SF2020018-41071,SF-2020018,BraziCearáSão Benedito,6/11/2016
US-2016-KT1646598-41072,KT-1646598,PanamPanamSan Miguelito,6/12/2016
US-2016-KT1646518-41072,KT-1646518,BraziMaranPresidente Dutra,6/12/2016
MX-2016-SM2095036-41072,SM-2095036,DominSantoSanto Domingo,6/12/2016
MX-2016-NS18505101-41072,NS-18505101,PeruJunínHuancayo,6/12/2016
MX-2016-BD1156082-41072,BD-1156082,MexicDistrCuajimalpa,6/12/2016
MX-2016-AW1084031-41072,AW-1084031,CubaGranmBayamo,6/12/2016
MO-2016-LR703586-41072,LR-703586,MorocSoussAgadir,6/12/2016
IR-2016-JE547560-41072,JE-547560,IranEsfahKhomeynishahr,6/12/2016
IN-2016-RB1970559-41072,RB-1970559,IndonSumatPalembang,6/12/2016
IN-2016-JL15130113-41072,JL-15130113,SingaSingaSingapore,6/12/2016
IN-2016-AY1055558-41072,AY-1055558,IndiaUttarBareilly,6/12/2016
ID-2016-TZ2158058-41072,TZ-2158058,IndiaMaharMumbai,6/12/2016
ES-2016-SM2000564-41072,SM-2000564,ItalyVenetVenice,6/12/2016
ES-2016-LC1687045-41072,LC-1687045,FrancIle-dVitry-sur-Seine,6/12/2016
ES-2016-JO1514545-41072,JO-1514545,FrancAuverThonon-les-Bains,6/12/2016
ES-2016-HE1480014-41072,HE-1480014,BelgiAntweAntwerp,6/12/2016
CA-2016-FM14215140-41072,FM-142151404,UniteCalifLos Angeles,6/12/2016
US-2016-JW1595555-41073,JW-1595555,HonduFrancTegucigalpa,6/13/2016
US-2016-GH1466598-41073,GH-1466598,PanamColónColón,6/13/2016
TU-2016-KH6690134-41073,KH-6690134,TurkeIstanIstanbul,6/13/2016
SA-2016-EH4005110-41073,EH-4005110,SaudiTabukTabuk,6/13/2016
PL-2016-KD6495103-41073,KD-6495103,PolanLodzLodz,6/13/2016
NI-2016-EH399095-41073,EH-399095,NigerAdamaMubi,6/13/2016
NI-2016-CD198095-41073,CD-198095,NigerLagosLagos,6/13/2016
IZ-2016-SH997561-41073,SH-997561,IraqBaghdBaghdad,6/13/2016
ID-2016-PF19120102-41073,PF-19120102,PhiliNatioManila,6/13/2016
ES-2016-TP21565139-41073,TP-21565139,UniteEnglaFarnborough,6/13/2016
ES-2016-SW2024548-41073,SW-2024548,GermaBavarBamberg,6/13/2016
ES-2016-RB19330139-41073,RB-19330139,UniteEnglaBolton,6/13/2016
ES-2016-EM14140139-41073,EM-14140139,UniteEnglaLondon,6/13/2016
EG-2016-JC534038-41073,JC-534038,EgyptAl QaCairo,6/13/2016
CM-2016-AC42022-41073,AC-42022,CamerOuestBafoussam,6/13/2016
CA-2016-SR20425140-41073,SR-204251402,UniteMichiDetroit,6/13/2016
US-2016-KL16555140-41074,KL-165551402,UniteTexasSan Antonio,6/14/2016
TU-2016-PJ9015134-41074,PJ-9015134,TurkeKocaeKocaeli,6/14/2016
TU-2016-PF9165134-41074,PF-9165134,TurkeNevseNevsehir,6/14/2016
RW-2016-DP3390109-41074,DP-3390109,RwandKigalKigali,6/14/2016
RO-2016-GM4695107-41074,GM-4695107,RomanIasiIasi,6/14/2016
NI-2016-JK537095-41074,JK-537095,NigerRiverPort Harcourt,6/14/2016
NI-2016-CC247595-41074,CC-247595,NigerKanoKano,6/14/2016
MX-2016-LT1676531-41074,LT-1676531,CubaLas TLas Tunas,6/14/2016
MX-2016-KM1637518-41074,KM-1637518,BraziPernaVitória de Santo Antão,6/14/2016
MX-2016-KC1654082-41074,KC-1654082,MexicDistrMexico City,6/14/2016
MX-2016-EJ1372018-41074,EJ-1372018,BraziSão PSão Bernardo do Campo,6/14/2016
IT-2016-SW2027545-41074,SW-2027545,FrancIle-dParis,6/14/2016
IR-2016-BT153060-41074,BT-153060,IranKhuzeAhvaz,6/14/2016
IN-2016-GH1466527-41074,GH-1466527,ChinaHebeiCangzhou,6/14/2016
IN-2016-AY1055527-41074,AY-1055527,ChinaJilinLiaoyuan,6/14/2016
ID-2016-TS2137092-41074,TS-2137092,New ZAucklAuckland,6/14/2016
ES-2016-TS211608-41074,TS-211608,AustrViennVienna,6/14/2016
ES-2016-NF18385124-41074,NF-18385124,SwedeHallaHalmstad,6/14/2016
CA-2016-PS18760140-41074,PS-187601402,UniteTexasEl Paso,6/14/2016
AG-2016-RS97653-41074,RS-97653,AlgerAlgerAlgiers,6/14/2016
US-2016-CS1195036-41075,CS-1195036,DominSantoSanto Domingo,6/15/2016
US-2016-CS1195018-41075,CS-1195018,BraziBahiaBom Jesus da Lapa,6/15/2016
MX-2016-VP2176082-41075,VP-2176082,MexicTamauReynosa,6/15/2016
MX-2016-AB1016551-41075,AB-1016551,GuateGuateVilla Canales,6/15/2016
IT-2016-JE15475139-41075,JE-15475139,UniteEnglaSouthport,6/15/2016
IN-2016-JG1516027-41075,JG-1516027,ChinaChongChongqing,6/15/2016
ES-2016-VG2180534-41075,VG-2180534,DenmaSouthOdense,6/15/2016
ES-2016-RH19510139-41075,RH-19510139,UniteEnglaWallasey,6/15/2016
ES-2016-KB16315139-41075,KB-16315139,UniteEnglaLondon,6/15/2016
ES-2016-JF1556564-41075,JF-1556564,ItalyLazioAprilia,6/15/2016
CA-2016-SC20575140-41075,SC-205751402,UniteIndiaMishawaka,6/15/2016
CA-2016-CK12205140-41075,CK-122051406,UniteNew YHempstead,6/15/2016
SF-2016-CC2145117-41076,CC-2145117,SouthWesteCape Town,6/16/2016
MX-2016-TW2102528-41076,TW-2102528,ColomBoyacSogamoso,6/16/2016
MX-2016-SW2075531-41076,SW-2075531,CubaGuantGuantánamo,6/16/2016
MX-2016-SO2033582-41076,SO-2033582,MexicNuevoMonterrey,6/16/2016
MX-2016-RW1963093-41076,RW-1963093,NicarManagManagua,6/16/2016
MX-2016-KT1646518-41076,KT-1646518,BraziPernaRecife,6/16/2016
MX-2016-KN1645031-41076,KN-1645031,CubaLas TLas Tunas,6/16/2016
MX-2016-KB1658582-41076,KB-1658582,MexicCoahuSaltillo,6/16/2016
MX-2016-CJ1201082-41076,CJ-1201082,MexicSonorHermosillo,6/16/2016
MO-2016-ED388586-41076,ED-388586,MorocDoukkEl Jadida,6/16/2016
IZ-2016-RP927061-41076,RP-927061,IraqBaghdBaghdad,6/16/2016
IT-2016-LS16975139-41076,LS-16975139,UniteEnglaWolverhampton,6/16/2016
IT-2016-JG15115124-41076,JG-15115124,SwedeVästrGothenburg,6/16/2016
IT-2016-AH1003045-41076,AH-1003045,FrancIle-dMaisons-Alfort,6/16/2016
IN-2016-SW2027527-41076,SW-2027527,ChinaGansuLanzhou,6/16/2016
IN-2016-RE1945058-41076,RE-1945058,IndiaDelhiDelhi,6/16/2016
IN-2016-BW1111027-41076,BW-1111027,ChinaBeijiBeijing,6/16/2016
ID-2016-CS1246059-41076,CS-1246059,IndonJawa Bandung,6/16/2016
ES-2016-ME1732045-41076,ME-1732045,FrancAquitTalence,6/16/2016
ES-2016-JM1526545-41076,JM-1526545,FrancAquitLormont,6/16/2016
CA-2016-JF15415140-41076,JF-154151402,UniteIllinChicago,6/16/2016
CA-2016-GH14425140-41076,GH-144251404,UniteWashiSeattle,6/16/2016
CA-2016-DB13660140-41076,DB-136601406,UniteDelawNewark,6/16/2016
US-2016-LO1717082-41077,LO-1717082,MexicJalisZapopan,6/17/2016
RW-2016-AR345109-41077,AR-345109,RwandKigalKigali,6/17/2016
RS-2016-SM10950108-41077,SM-10950108,RussiChelyZlatoust,6/17/2016
MX-2016-SW2027582-41077,SW-2027582,MexicTamauReynosa,6/17/2016
MX-2016-CM1244582-41077,CM-1244582,MexicDistrMexico City,6/17/2016
KZ-2016-DF313568-41077,DF-313568,KazakAlmatSarkand,6/17/2016
IT-2016-RB19330120-41077,RB-19330120,SpainNavarPamplona,6/17/2016
ES-2016-JK1609048-41077,JK-1609048,GermaLowerHanover,6/17/2016
ES-2016-JF153558-41077,JF-153558,AustrViennVienna,6/17/2016
ES-2016-JD16015120-41077,JD-16015120,SpainCastiValladolid,6/17/2016
CA-2016-MC18100140-41077,MC-181001404,UniteCalifLos Angeles,6/17/2016
RS-2016-JL5505108-41078,JL-5505108,RussiDagesKhasavyurt,6/18/2016
US-2016-JK1520582-41079,JK-1520582,MexicSonorHermosillo,6/19/2016
US-2016-Co12640143-41079,Co-12640143,VenezLaraCarora,6/19/2016
US-2016-Co12640140-41079,Co-126401402,UniteOklahLawton,6/19/2016
US-2016-BB1099055-41079,BB-1099055,HonduAtlánLa Ceiba,6/19/2016
SA-2016-SP10620110-41079,SP-10620110,SaudiMakkaMecca,6/19/2016
SA-2016-BE1410110-41079,BE-1410110,SaudiAr RiRiyadh,6/19/2016
NI-2016-AS63095-41079,AS-63095,NigerAnambOnitsha,6/19/2016
MX-2016-VG2180582-41079,VG-2180582,MexicGuanaLeón,6/19/2016
MX-2016-RB1946531-41079,RB-1946531,CubaGranmBayamo,6/19/2016
MX-2016-DJ1351082-41079,DJ-1351082,MexicChihuChihuahua,6/19/2016
IZ-2016-TT1122061-41079,TT-1122061,IraqBaghdBaghdad,6/19/2016
IT-2016-PJ1883548-41079,PJ-1883548,GermaNorthBochum,6/19/2016
IT-2016-JH1598545-41079,JH-1598545,FrancLanguPerpignan,6/19/2016
IN-2016-PJ1883527-41079,PJ-1883527,ChinaHunanWuxi,6/19/2016
IN-2016-JM1526559-41079,JM-1526559,IndonSumatMedan,6/19/2016
ES-2016-SM2095064-41079,SM-2095064,ItalyVenetVenice,6/19/2016
ES-2016-BD11560139-41079,BD-11560139,UniteEnglaMansfield,6/19/2016
CM-2016-CL256522-41079,CL-256522,CamerCentrYaounde,6/19/2016
CG-2016-KN670533-41079,KN-670533,DemocKatanKolwezi,6/19/2016
CA-2016-SC20020140-41079,SC-200201402,UniteTexasPlano,6/19/2016
US-2016-SZ2003518-41080,SZ-2003518,BraziMinasPirapora,6/20/2016
US-2016-SV20785140-41080,SV-207851404,UniteColorPueblo,6/20/2016
US-2016-NP18325140-41080,NP-183251408,UniteVirgiWaynesboro,6/20/2016
TU-2016-FW4395134-41080,FW-4395134,TurkeBursaBursa,6/20/2016
MX-2016-SZ2003582-41080,SZ-2003582,MexicDistrMexico City,6/20/2016
IT-2016-RB1933045-41080,RB-1933045,FrancBourgDijon,6/20/2016
IN-2016-SA2083027-41080,SA-2083027,ChinaAnhuiHuangshan,6/20/2016
IN-2016-NC185357-41080,NC-185357,AustrNew SSydney,6/20/2016
IN-2016-JP1613527-41080,JP-1613527,ChinaGuangWuchuan,6/20/2016
IN-2016-CT1199558-41080,CT-1199558,IndiaRajasBharatpur,6/20/2016
IN-2016-AI1085592-41080,AI-1085592,New ZWelliWellington,6/20/2016
ES-2016-JA15970139-41080,JA-15970139,UniteEnglaWeston-super-Mare,6/20/2016
CA-2016-TB21280140-41080,TB-212801406,UniteNew YNew York City,6/20/2016
CA-2016-RM19375140-41080,RM-193751406,UniteConneMeriden,6/20/2016
CA-2016-NW18400140-41080,NW-184001406,UnitePennsPhiladelphia,6/20/2016
CA-2016-JG15160140-41080,JG-151601406,UniteNew YLong Beach,6/20/2016
CA-2016-DB13060140-41080,DB-130601406,UniteNew JLakewood,6/20/2016
AO-2016-AA4804-41080,AA-4804,AngolBieKuito,6/20/2016
US-2016-CK123255-41081,CK-123255,ArgenBuenoBuenos Aires,6/21/2016
TU-2016-TB11625134-41081,TB-11625134,TurkeIstanIstanbul,6/21/2016
TU-2016-ES4080134-41081,ES-4080134,TurkeIstanEsenyurt,6/21/2016
RS-2016-QJ9255108-41081,QJ-9255108,RussiChelyMagnitogorsk,6/21/2016
MX-2016-TC2147518-41081,TC-2147518,BraziParáOriximiná,6/21/2016
MX-2016-SV2081582-41081,SV-2081582,MexicNuevoLinares,6/21/2016
MX-2016-SC2069518-41081,SC-2069518,BraziMinasBarbacena,6/21/2016
MX-2016-FM1438026-41081,FM-1438026,ChileSantiPuente Alto,6/21/2016
MX-2016-DS1318018-41081,DS-1318018,BraziSão PCubatão,6/21/2016
IT-2016-SC2077091-41081,SC-2077091,NetheOveriZwolle,6/21/2016
IN-2016-SS2014027-41081,SS-2014027,ChinaGuangGuangzhou,6/21/2016
IN-2016-SG2060527-41081,SG-2060527,ChinaSichuChengdu,6/21/2016
IN-2016-SC2023058-41081,SC-2023058,IndiaTamilAvadi,6/21/2016
IN-2016-RR193157-41081,RR-193157,AustrQueenGold Coast,6/21/2016
IN-2016-GW1460558-41081,GW-1460558,IndiaMaharNagpur,6/21/2016
ID-2016-AR1040527-41081,AR-1040527,ChinaHubeiWuhan,6/21/2016
ET-2016-AJ96043-41081,AJ-96043,EthioDire Dire Dawa,6/21/2016
ES-2016-JA1597064-41081,JA-1597064,ItalySicilMessina,6/21/2016
ES-2016-DC1328548-41081,DC-1328548,GermaNorthMinden,6/21/2016
ES-2016-CV1280548-41081,CV-1280548,GermaRhineLudwigshafen am Rhein,6/21/2016
ES-2016-CS1213048-41081,CS-1213048,GermaNorthHagen,6/21/2016
